,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs
,Source:_Source,Map,Map,Map,Map,Map,Map,Map,Sink:_Sink,Source:_Source,Map,Map,Map,Map,Map,Map,Map,Sink:_Sink,Source:_Source,Map,Map,Map,Map,Map,Map,Map,Sink:_Sink
,0,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,0
Timestamp,,,,,,,,,,,,,,,,,,,,,,,,,,,
1722246430000,0.0,10.0,3.0,0.0,0.0,1.0,,,1.0,14.0,1.0,4.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,603.0,40.0,37.0,29.0,36.0,,,0.0
1722246435000,0.0,8.0,0.0,1.0,6.0,7.0,,,1.0,12.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,361.0,33.0,34.0,62.0,564.0,,,0.0
1722246440000,0.0,12.0,0.0,2.0,3.0,1.0,,,1.0,16.0,1.0,1.0,1.0,1.0,2.0,,,0.0,-9.223372036854775e+18,552.0,34.0,100.0,80.0,94.0,,,0.0
1722246445000,0.0,9.0,3.0,2.0,0.0,3.0,,,1.0,13.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,361.0,39.0,103.0,32.0,108.0,,,0.0
1722246450000,0.0,10.0,0.0,1.0,1.0,2.0,,,1.0,14.0,1.0,2.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,402.0,38.0,83.0,105.0,38.0,,,0.0
1722246455000,0.0,9.0,0.0,1.0,5.0,5.0,,,1.0,13.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,402.0,35.0,35.0,68.0,153.0,,,0.0
1722246460000,0.0,8.0,2.0,7.0,2.0,3.0,,,1.0,12.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,321.0,40.0,321.0,134.0,100.0,,,0.0
1722246465000,0.0,11.0,2.0,1.0,0.0,2.0,,,1.0,15.0,1.0,1.0,1.0,2.0,1.0,,,0.0,-9.223372036854775e+18,433.0,115.0,66.0,28.0,36.0,,,0.0
1722246470000,0.0,9.0,0.0,0.0,0.0,1.0,,,1.0,13.0,1.0,3.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,321.0,38.0,35.0,29.0,36.0,,,0.0
1722246475000,0.0,8.0,1.0,1.0,7.0,8.0,,,1.0,12.0,1.0,1.0,1.0,10.0,1.0,,,0.0,-9.223372036854775e+18,361.0,100.0,76.0,248.0,1550.0,,,0.0
1722246480000,0.0,9.0,2.0,6.0,3.0,4.0,,,1.0,13.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,402.0,100.0,241.0,69.0,134.0,,,0.0
1722246485000,0.0,7.0,1.0,0.0,0.0,1.0,,,1.0,11.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,402.0,34.0,39.0,63.0,32.0,,,0.0
1722246490000,0.0,10.0,0.0,1.0,0.0,3.0,,,1.0,14.0,1.0,3.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,402.0,103.0,36.0,33.0,114.0,,,0.0
1722246495000,0.0,10.0,2.0,2.0,7.0,9.0,,,1.0,14.0,1.0,1.0,1.0,10.0,1.0,,,0.0,-9.223372036854775e+18,335.0,137.0,39.0,1009.0,452.0,,,0.0
1722246500000,0.0,12.0,0.0,1.0,0.0,1.0,,,1.0,15.0,1.0,1.0,1.0,2.0,2.0,,,0.0,-9.223372036854775e+18,482.0,33.0,234.0,32.0,41.0,,,0.0
1722246505000,0.0,10.0,0.0,0.0,0.0,2.0,,,1.0,12.0,1.0,1.0,1.0,2.0,2.0,,,0.0,-9.223372036854775e+18,402.0,35.0,33.0,33.0,37.0,,,0.0
1722246510000,0.0,9.0,1.0,1.0,1.0,0.0,,,1.0,11.0,1.0,3.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,603.0,33.0,32.0,41.0,63.0,,,0.0
1722246515000,0.0,12.0,1.0,0.0,6.0,8.0,,,1.0,16.0,1.0,1.0,1.0,1.0,2.0,,,0.0,-9.223372036854775e+18,502.0,191.0,36.0,402.0,404.0,,,0.0
1722246520000,0.0,10.0,0.0,3.0,2.0,2.0,,,1.0,13.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,603.0,36.0,67.0,68.0,33.0,,,0.0
1722246525000,0.0,11.0,2.0,0.0,3.0,0.0,,,1.0,15.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,552.0,135.0,40.0,53.0,33.0,,,0.0
1722246530000,0.0,9.0,3.0,2.0,0.0,1.0,,,1.0,13.0,1.0,5.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,656.0,40.0,33.0,67.0,39.0,,,0.0
1722246535000,0.0,12.0,1.0,1.0,8.0,9.0,,,1.0,16.0,1.0,1.0,1.0,10.0,1.0,,,0.0,-9.223372036854775e+18,484.0,33.0,103.0,30.0,1550.0,,,1.0
1722246540000,0.0,8.0,2.0,6.0,0.0,3.0,,,1.0,12.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,552.0,58.0,100.0,111.0,82.0,,,0.0
1722246545000,0.0,7.0,2.0,1.0,2.0,3.0,,,1.0,11.0,1.0,1.0,1.0,2.0,1.0,,,0.0,-9.223372036854775e+18,281.0,67.0,107.0,29.0,43.0,,,2.0
1722246550000,0.0,9.0,3.0,0.0,0.0,0.0,,,1.0,13.0,1.0,5.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,268.0,40.0,34.0,34.0,35.0,,,0.0
1722246555000,0.0,11.0,3.0,3.0,5.0,5.0,,,1.0,15.0,1.0,1.0,1.0,8.0,1.0,,,0.0,-9.223372036854775e+18,452.0,134.0,148.0,201.0,167.0,,,0.0
1722246560000,0.0,10.0,4.0,5.0,2.0,5.0,,,1.0,14.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,505.0,65.0,167.0,57.0,161.0,,,0.0
1722246565000,0.0,9.0,2.0,3.0,2.0,1.0,,,1.0,13.0,1.0,1.0,1.0,2.0,1.0,,,0.0,-9.223372036854775e+18,281.0,160.0,40.0,28.0,33.0,,,0.0
1722246570000,0.0,12.0,0.0,0.0,2.0,1.0,,,1.0,15.0,1.0,3.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,484.0,31.0,39.0,42.0,169.0,,,0.0
1722246575000,0.0,9.0,0.0,3.0,1.0,0.0,,,1.0,13.0,1.0,1.0,1.0,10.0,1.0,,,0.0,-9.223372036854775e+18,269.0,33.0,101.0,65.0,59294000.0,,,0.0
1722246580000,0.0,8.0,1.0,3.0,3.0,2.0,,,1.0,12.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,402.0,165.0,165.0,37.0,100.0,,,0.0
1722246585000,0.0,9.0,2.0,5.0,1.0,2.0,,,2.0,13.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,422.0,36.0,134.0,67.0,117.0,,,1.0
1722246590000,0.0,11.0,0.0,0.0,2.0,1.0,,,1.0,15.0,1.0,5.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,368.0,36.0,44.0,79.0,81.0,,,0.0
1722246595000,0.0,11.0,1.0,0.0,4.0,1.0,,,1.0,14.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,444.0,100.0,33.0,603.0,301.0,,,0.0
1722246600000,0.0,10.0,3.0,4.0,2.0,0.0,,,1.0,14.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,281.0,34.0,160.0,28.0,109.0,,,0.0
1722246605000,0.0,9.0,0.0,1.0,0.0,0.0,,,3.0,12.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,760.0,32.0,33.0,55.0,32.0,,,0.0
1722246610000,0.0,9.0,2.0,1.0,1.0,3.0,,,1.0,13.0,1.0,4.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,502.0,33.0,40.0,53.0,33.0,,,0.0
1722246615000,0.0,11.0,2.0,0.0,5.0,7.0,,,1.0,14.0,1.0,1.0,1.0,1.0,2.0,,,0.0,-9.223372036854775e+18,552.0,67.0,37.0,567.0,351.0,,,0.0
1722246620000,0.0,9.0,2.0,2.0,0.0,1.0,,,1.0,13.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,442.0,70.0,33.0,35.0,67.0,,,0.0
1722246625000,0.0,9.0,2.0,0.0,2.0,1.0,,,1.0,13.0,1.0,1.0,1.0,2.0,1.0,,,0.0,-9.223372036854775e+18,402.0,32.0,33.0,31.0,36.0,,,0.0
1722246630000,0.0,9.0,0.0,0.0,1.0,0.0,,,4.0,12.0,2.0,3.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,606.0,35.0,45.0,31.0,67.0,,,0.0
1722246635000,0.0,11.0,2.0,1.0,4.0,6.0,,,1.0,13.0,1.0,1.0,1.0,10.0,1.0,,,0.0,-9.223372036854775e+18,656.0,80.0,75.0,104.0,703.0,,,0.0
1722246640000,0.0,10.0,3.0,5.0,2.0,1.0,,,1.0,14.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,402.0,95.0,268.0,71.0,33.0,,,0.0
1722246645000,0.0,10.0,2.0,2.0,2.0,4.0,,,1.0,14.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,444.0,72.0,76.0,42.0,233.0,,,0.0
1722246650000,0.0,9.0,0.0,2.0,0.0,2.0,,,2.0,12.0,2.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,484.0,35.0,72.0,38.0,34.0,,,0.0
1722246655000,0.0,9.0,2.0,1.0,8.0,6.0,,,1.0,13.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,452.0,100.0,145.0,1550.0,603.0,,,0.0
1722246660000,0.0,11.0,2.0,4.0,3.0,4.0,,,1.0,15.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,482.0,33.0,160.0,64.0,120.0,,,0.0
1722246665000,0.0,11.0,1.0,0.0,3.0,3.0,,,1.0,15.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,523.0,31.0,35.0,32.0,37.0,,,0.0
1722246670000,0.0,9.0,0.0,1.0,0.0,3.0,,,1.0,13.0,1.0,3.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,552.0,136.0,40.0,109.0,130.0,,,0.0
1722246675000,0.0,10.0,2.0,2.0,5.0,6.0,,,1.0,14.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,361.0,67.0,37.0,183.0,282.0,,,0.0
1722246680000,0.0,8.0,0.0,3.0,0.0,3.0,,,2.0,11.0,2.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,402.0,33.0,100.0,30.0,40.0,,,0.0
1722246685000,0.0,11.0,2.0,2.0,2.0,1.0,,,1.0,15.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,341.0,36.0,40.0,90.0,35.0,,,0.0
1722246690000,0.0,11.0,1.0,2.0,1.0,3.0,,,1.0,15.0,1.0,4.0,1.0,2.0,1.0,,,0.0,-9.223372036854775e+18,402.0,39.0,34.0,41.0,105.0,,,0.0
1722246695000,0.0,11.0,0.0,0.0,5.0,4.0,,,1.0,15.0,1.0,1.0,1.0,10.0,1.0,,,0.0,-9.223372036854775e+18,361.0,147.0,39.0,31.0,1550.0,,,0.0
1722246700000,0.0,10.0,0.0,7.0,1.0,0.0,,,1.0,14.0,1.0,1.0,1.0,1.0,2.0,,,0.0,-9.223372036854775e+18,402.0,34.0,235.0,28.0,67.0,,,0.0
1722246705000,0.0,9.0,0.0,0.0,2.0,2.0,,,1.0,13.0,1.0,1.0,1.0,1.0,2.0,,,0.0,-9.223372036854775e+18,270.0,33.0,66.0,34.0,44.0,,,0.0
1722246710000,0.0,11.0,1.0,2.0,0.0,4.0,,,1.0,14.0,1.0,4.0,1.0,2.0,1.0,,,0.0,-9.223372036854775e+18,502.0,33.0,36.0,37.0,176.0,,,0.0
1722246715000,0.0,11.0,2.0,2.0,4.0,6.0,,,1.0,15.0,1.0,1.0,1.0,10.0,1.0,,,0.0,-9.223372036854775e+18,552.0,100.0,80.0,89.0,310.0,,,0.0
1722246720000,0.0,11.0,0.0,5.0,0.0,2.0,,,1.0,15.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,442.0,37.0,200.0,37.0,201.0,,,0.0
1722246725000,0.0,10.0,1.0,0.0,0.0,1.0,,,1.0,14.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,377.0,36.0,41.0,100.0,99.0,,,0.0
1722246730000,0.0,8.0,1.0,0.0,1.0,1.0,,,1.0,12.0,1.0,4.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,482.0,44.0,49.0,35.0,46.0,,,0.0
1722246735000,0.0,10.0,0.0,0.0,0.0,0.0,,,1.0,13.0,1.0,1.0,1.0,0.0,0.0,,,0.0,-9.223372036854775e+18,402.0,41.0,34.0,40.0,2801.0,,,0.0
1722246740000,,,,,,,,,,,,,,,,,,,,,,,,,,,
1722246775000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,-9.223372036854776e+18,24268000.0,3356.0,0.0,24268000.0,7507.0,14711000.0,,19864000.0
1722246780000,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854776e+18,749.0,34.0,37.0,11.0,39.0,8.0,,1.0
1722246785000,0.0,9.0,3.0,0.0,1.0,0.0,1.0,,1.0,13.0,1.0,1.0,1.0,1.0,1.0,2.0,,0.0,-9.223372036854776e+18,603.0,378.0,33.0,41.0,37.0,74.0,,0.0
1722246790000,0.0,9.0,0.0,1.0,0.0,2.0,0.0,,1.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854776e+18,402.0,37.0,47.0,36.0,60.0,37.0,,0.0
1722246795000,0.0,8.0,0.0,0.0,0.0,1.0,0.0,,1.0,13.0,1.0,1.0,1.0,1.0,1.0,0.0,,0.0,-9.223372036854776e+18,536.0,37.0,49.0,43.0,199.0,34.0,,0.0
1722246800000,0.0,10.0,1.0,3.0,0.0,1.0,1.0,,1.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854776e+18,452.0,36.0,41.0,36.0,35.0,39.0,,0.0
1722246805000,0.0,5.0,0.0,0.0,1.0,0.0,2.0,,1.0,10.0,1.0,1.0,1.0,1.0,1.0,2.0,,0.0,-9.223372036854776e+18,268.0,35.0,46.0,33.0,61.0,39.0,,0.0
1722246810000,0.0,4.0,2.0,5.0,0.0,1.0,0.0,,1.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854776e+18,699.0,26.0,173.0,27.0,80.0,32.0,,0.0
1722246815000,0.0,7.0,4.0,2.0,1.0,1.0,0.0,,1.0,12.0,1.0,1.0,1.0,1.0,1.0,3.0,,0.0,-9.223372036854776e+18,585.0,46.0,55.0,47.0,76.0,76.0,,0.0
1722246820000,0.0,9.0,2.0,1.0,1.0,4.0,0.0,,1.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854776e+18,452.0,39.0,147.0,38.0,38.0,34.0,,0.0
1722246825000,0.0,9.0,6.0,4.0,1.0,0.0,0.0,,2.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854776e+18,361.0,469.0,138.0,52.0,32.0,36.0,,0.0
1722246830000,0.0,9.0,1.0,4.0,0.0,0.0,2.0,,1.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854776e+18,606.0,110.0,160.0,34.0,33.0,51.0,,0.0
1722246835000,0.0,11.0,2.0,0.0,1.0,5.0,0.0,,2.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854776e+18,321.0,35.0,121.0,82.0,241.0,40.0,,0.0
1722246840000,0.0,10.0,0.0,2.0,0.0,0.0,1.0,,1.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854776e+18,482.0,80.0,49.0,34.0,33.0,39.0,,0.0
1722246845000,0.0,10.0,8.0,1.0,1.0,3.0,0.0,,1.0,15.0,1.0,1.0,2.0,1.0,1.0,1.0,,0.0,-9.223372036854776e+18,555.0,207529000.0,67.0,33.0,37.0,40.0,,0.0
1722246850000,0.0,10.0,2.0,7.0,0.0,2.0,2.0,,1.0,14.0,1.0,1.0,1.0,1.0,1.0,2.0,,0.0,-9.223372036854776e+18,552.0,160.0,454.0,33.0,46.0,20.0,,0.0
1722246855000,0.0,12.0,0.0,7.0,0.0,6.0,1.0,,1.0,17.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854776e+18,808.0,35.0,201.0,104.0,146.0,120.0,,0.0
1722246860000,0.0,12.0,3.0,2.0,0.0,0.0,1.0,,2.0,17.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854776e+18,552.0,29.0,31.0,30.0,40.0,36.0,,0.0
1722246865000,0.0,10.0,5.0,3.0,2.0,2.0,0.0,,1.0,15.0,1.0,1.0,1.0,1.0,1.0,2.0,,0.0,-9.223372036854776e+18,452.0,804.0,46.0,67.0,107.0,32.0,,0.0
1722246870000,0.0,11.0,1.0,2.0,0.0,1.0,0.0,,1.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854776e+18,603.0,40.0,36.0,104.0,37.0,106.0,,0.0
1722246875000,0.0,11.0,0.0,5.0,0.0,2.0,0.0,,2.0,16.0,2.0,1.0,1.0,1.0,1.0,0.0,,0.0,-9.223372036854776e+18,603.0,38.0,80.0,35.0,160.0,38.0,,0.0
1722246880000,0.0,9.0,0.0,3.0,2.0,1.0,0.0,,1.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854776e+18,376.0,33.0,74.0,68.0,33.0,36.0,,0.0
1722246885000,0.0,11.0,1.0,1.0,3.0,4.0,1.0,,1.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854776e+18,737.0,66.0,46.0,201.0,64.0,33.0,,0.0
1722246890000,0.0,14.0,3.0,7.0,0.0,0.0,1.0,,1.0,19.0,1.0,2.0,1.0,1.0,1.0,2.0,,0.0,-9.223372036854776e+18,412.0,76.0,618.0,31.0,47.0,47.0,,0.0
1722246895000,0.0,9.0,1.0,3.0,0.0,2.0,0.0,,1.0,14.0,1.0,1.0,1.0,1.0,1.0,0.0,,0.0,-9.223372036854775e+18,603.0,39.0,47.0,31.0,67.0,34.0,,0.0
1722246900000,0.0,12.0,3.0,1.0,0.0,0.0,0.0,,1.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,612.0,29.0,35.0,43.0,79.0,115.0,,0.0
1722246905000,0.0,9.0,4.0,0.0,1.0,3.0,0.0,,1.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,871.0,703.0,80.0,100.0,44.0,144.0,,0.0
1722246910000,0.0,10.0,2.0,2.0,3.0,0.0,1.0,,1.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,804.0,56.0,160.0,132.0,62.0,73.0,,0.0
1722246915000,0.0,6.0,3.0,3.0,0.0,0.0,0.0,,2.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,335.0,38.0,251.0,38.0,40.0,33.0,,0.0
1722246920000,0.0,11.0,2.0,3.0,0.0,1.0,0.0,,1.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,442.0,35.0,130.0,39.0,31.0,78.0,,0.0
1722246925000,0.0,11.0,4.0,2.0,3.0,4.0,2.0,,1.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,603.0,284.0,46.0,201.0,147.0,131.0,,0.0
1722246930000,0.0,10.0,1.0,7.0,0.0,0.0,1.0,,1.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,603.0,92.0,223.0,37.0,37.0,68.0,,0.0
1722246935000,0.0,12.0,2.0,3.0,0.0,7.0,2.0,,1.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,603.0,53.0,242.0,33.0,335.0,27.0,,0.0
1722246940000,0.0,9.0,1.0,0.0,0.0,0.0,2.0,,1.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,376.0,71.0,58.0,30.0,40.0,33.0,,0.0
1722246945000,0.0,11.0,8.0,0.0,2.0,4.0,0.0,,2.0,15.0,2.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,653.0,4135.0,50.0,99.0,32.0,33.0,,0.0
1722246950000,0.0,11.0,3.0,7.0,0.0,2.0,0.0,,1.0,17.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,603.0,40.0,486.0,39.0,117.0,33.0,,0.0
1722246955000,0.0,12.0,0.0,3.0,0.0,4.0,0.0,,1.0,16.0,1.0,1.0,1.0,1.0,1.0,3.0,,0.0,-9.223372036854775e+18,603.0,100.0,80.0,34.0,160.0,70.0,,0.0
1722246960000,0.0,13.0,1.0,4.0,0.0,2.0,1.0,,1.0,17.0,1.0,1.0,1.0,1.0,2.0,1.0,,0.0,-9.223372036854775e+18,321.0,137.0,40.0,80.0,67.0,134.0,,0.0
1722246965000,0.0,13.0,9.0,2.0,5.0,1.0,2.0,,1.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,502.0,237176000.0,36.0,201.0,41.0,103.0,,0.0
1722246970000,0.0,9.0,2.0,5.0,0.0,3.0,0.0,,2.0,15.0,3.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,552.0,34.0,303.0,35.0,54.0,33.0,,0.0
1722246975000,0.0,12.0,0.0,2.0,0.0,7.0,0.0,,1.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,603.0,35.0,76.0,32.0,279.0,31.0,,0.0
1722246980000,0.0,11.0,4.0,1.0,1.0,2.0,0.0,,1.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,552.0,97.0,40.0,92.0,40.0,67.0,,0.0
1722246985000,0.0,10.0,6.0,3.0,3.0,2.0,1.0,,1.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,442.0,875.0,40.0,161.0,65.0,35.0,,0.0
1722246990000,0.0,11.0,0.0,3.0,0.0,6.0,0.0,,1.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,323.0,67.0,241.0,33.0,321.0,40.0,,0.0
1722246995000,0.0,8.0,0.0,3.0,2.0,6.0,0.0,,1.0,13.0,1.0,2.0,1.0,1.0,1.0,2.0,,0.0,-9.223372036854775e+18,363.0,70.0,40.0,33.0,281.0,38.0,,0.0
1722247000000,0.0,13.0,2.0,1.0,1.0,2.0,2.0,,1.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,653.0,44.0,80.0,31.0,33.0,100.0,,0.0
1722247005000,0.0,8.0,7.0,1.0,2.0,1.0,1.0,,1.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,606.0,538.0,34.0,35.0,32.0,41.0,,0.0
1722247010000,0.0,11.0,2.0,8.0,1.0,3.0,4.0,,1.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,482.0,33.0,402.0,14.0,120.0,201.0,,0.0
1722247015000,0.0,13.0,0.0,1.0,0.0,5.0,0.0,,2.0,17.0,1.0,1.0,1.0,1.0,1.0,5.0,,0.0,-9.223372036854775e+18,703.0,102.0,150.0,67.0,202.0,30.0,,0.0
1722247020000,0.0,9.0,3.0,0.0,0.0,2.0,0.0,,2.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,370.0,37.0,118.0,33.0,39.0,80.0,,0.0
1722247025000,0.0,8.0,4.0,2.0,1.0,1.0,0.0,,2.0,13.0,2.0,1.0,1.0,1.0,2.0,1.0,,0.0,-9.223372036854775e+18,603.0,1004.0,209.0,167.0,25.0,42.0,,0.0
1722247030000,0.0,10.0,2.0,6.0,1.0,3.0,0.0,,1.0,14.0,1.0,2.0,2.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,603.0,41.0,282.0,37.0,39.0,33.0,,0.0
1722247035000,0.0,11.0,1.0,4.0,0.0,6.0,0.0,,1.0,16.0,1.0,1.0,1.0,1.0,1.0,3.0,,0.0,-9.223372036854775e+18,442.0,139.0,36.0,31.0,201.0,37.0,,0.0
1722247040000,0.0,12.0,2.0,3.0,2.0,1.0,1.0,,1.0,17.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,442.0,104.0,36.0,46.0,37.0,33.0,,0.0
1722247045000,0.0,11.0,2.0,3.0,1.0,1.0,1.0,,1.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,402.0,1731.0,50.0,242.0,80.0,136.0,,0.0
