,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond
,0,1,2,3,4,5,6
Timestamp,,,,,,,
1702976435000,18924.05,18905.91666666,18904.91666666,18911.016666659998,18919.13333333,,
1702976440000,18865.36666666,18889.233333329998,18915.25,18886.983333329998,18880.41666666,,
1702976445000,18861.53333333,18855.316666659997,18879.85,18894.766666659998,18859.45,,
1702976450000,18866.6,18856.25,18909.766666659998,18862.5,18861.35,,
1702976455000,18826.91666666,18820.65,18913.13333333,18818.35,18818.78333333,,
1702976460000,18747.68333333,18707.46666666,18810.233333329998,18759.45,18767.9,,
1702976465000,18600.0,18608.316666659997,18761.16666666,18612.233333329998,18609.066666659997,,
1702976470000,18545.68333333,18540.35,18586.86666666,18542.13333333,18531.33333333,,
1702976475000,18525.233333329998,18531.15,18547.15,18522.233333329998,18537.55,,
1702976480000,18434.83333333,18440.9,18526.733333329998,18450.266666659998,18431.08333333,,
1702976485000,18470.46666666,18449.15,18435.55,18463.46666666,18454.36666666,,
1702976490000,18498.61666666,18490.316666659997,18466.08333333,18505.35,18514.35,,
1702976495000,18483.91666666,18490.91666666,18500.7,18484.15,18481.71666666,,
1702976500000,18512.3,18502.95,18483.58333333,18486.36666666,18509.46666666,,
1702976505000,18443.6,18452.3,18500.38333333,18457.63333333,18460.316666659997,,
1702976510000,18389.78333333,18403.21666666,18457.63333333,18386.38333333,18398.516666659998,,
1702976515000,18411.233333329998,18412.4,18372.816666659997,18419.63333333,18414.6,,
1702976520000,18478.9,18533.13333333,18414.35,18464.45,18461.11666666,,
1702976525000,18601.816666659997,18604.4,18460.46666666,18597.93333333,18601.1,,
1702976530000,18644.8,18645.6,18617.55,18649.15,18626.1,,
1702976535000,18724.46666666,18706.016666659998,18564.65,18730.6,18719.983333329998,,
1702976540000,18801.68333333,18781.16666666,18732.983333329998,18806.13333333,18791.33333333,,
1702976545000,18816.53333333,18802.1,18804.85,18824.316666659997,18810.58333333,,
1702976550000,18827.71666666,18827.18333333,18824.316666659997,18824.03333333,18833.85,,
1702976555000,18842.71666666,18843.483333329998,18827.86666666,18833.41666666,18838.18333333,,
1702976560000,18864.3,18860.2,18829.25,18878.96666666,18842.43333333,,
1702976565000,,,,,,,
1702976610000,0.0,0.0,0.0,0.0,,0.0,
1702976615000,43.7166666667,76.0833333333,78.0833333333,0.0,0.0,77.0666666666,
1702976620000,754.2666666666,797.2833333333,829.0666666666,78.0833333333,93.35,792.6166666666,
1702976625000,2003.0,2048.6166666666,2079.1,822.05,863.6333333333,2042.85,
1702976630000,3185.95,3214.3666666665995,3246.0166666665996,2072.8666666666,2122.8666666666,3203.5666666665998,
1702976635000,4256.43333333,4327.56666667,4335.81666667,3231.4833333333,3282.8,4322.06666667,
1702976640000,5406.73333333,5462.56666667,5472.7,4335.81666667,4348.38333333,5458.35,
1702976645000,6577.383333329999,6617.16666667,6639.66666667,5472.68333333,5513.83333333,6612.21666667,
1702976650000,7786.78333333,7815.133333329999,7835.86666666,6639.616666670001,6682.633333329999,7800.75,
1702976655000,9131.9,9171.11666666,9196.133333329999,7831.33333333,7868.683333329999,9168.68333333,
1702976660000,10470.76666666,10511.35,10539.5,9193.65,9240.73333333,10508.4,
1702976665000,11851.9,11886.0,11906.66666666,10518.46666666,10580.033333329999,11879.216666659999,
1702976670000,13237.016666659998,13232.65,13266.0,11906.66666666,11948.6,13231.35,
1702976675000,14627.866666659998,14638.83333333,14663.05,13273.55,13309.23333333,14618.18333333,
1702976680000,15371.8,15372.9,15365.73333333,14655.05,14678.08333333,15356.016666659998,
1702976685000,15546.533333329999,15574.18333333,15561.883333329999,15364.783333329999,15370.533333329999,15579.033333329999,
1702976690000,15720.216666659999,15706.633333329999,15707.533333329999,15568.116666659998,15520.016666659998,15703.5,
1702976695000,16087.616666659998,16061.033333329999,16076.23333333,15711.716666659999,15712.9,16059.68333333,
1702976700000,16348.15,16331.7,16352.116666659998,16068.7,16104.9,16322.48333333,
1702976705000,16581.566666659997,16575.7,16578.45,16340.383333329999,16344.25,16570.3,
1702976710000,16716.25,16703.78333333,16713.95,16575.516666659998,16561.66666666,16702.41666666,
1702976715000,16717.18333333,16706.6,16720.38333333,16704.78333333,16724.816666659997,16717.233333329998,
