,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs
1736779010000,9.0,6.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,9.0,9.0,13.0,603.0,276000.0,256000.0,1120.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779015000,9.0,18.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,9.0,8.0,24.0,1877.0,23.0,18.0,906.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779020000,9.0,10.0,0.0,11.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,9.0,9.0,31923000.0,670.0,86.0,234.0,11316.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779025000,10.0,19.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,10.0,9.0,4599000.0,670.0,4525000.0,8284000.0,1837.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779030000,9.0,7.0,19.0,19.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,9.0,9.0,2304000.0,759.0,252.0,45.0,172.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779035000,10.0,16.0,0.0,19.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,10.0,9.0,2304000.0,759.0,27.0,45.0,853.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779040000,1.0,9.0,0.0,20.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,6.0,13.0,1956.0,78.0,275.0,1735.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779045000,9.0,15.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,9.0,9.0,18.0,542.0,158.0,87.0,1245.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779050000,9.0,17.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,10.0,0.0,21.0,148235000.0,5547000.0,305.0,1064.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779055000,10.0,13.0,19.0,18.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,10.0,9.0,15075000.0,501.0,573.0,556.0,286.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779060000,9.0,17.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,9.0,5.0,8.0,359.0,237796.0,25543000.0,147.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779065000,10.0,19.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,10.0,4.0,9.0,1590.0,26472000.0,487.0,693.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779070000,10.0,17.0,0.0,10.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,10.0,1.0,67.0,576.0,1094.0,804.0,1098.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779075000,10.0,19.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,10.0,4.0,99.0,1380.0,751.0,24268000.0,330.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779080000,10.0,12.0,0.0,7.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,8.0,2.0,12.0,701.0,24268000.0,661.0,1261.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779085000,9.0,15.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,9.0,1.0,11.0,2154.0,863.0,961.0,496.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779090000,9.0,17.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,9.0,9.0,31.0,1436.0,24272000.0,507.0,330.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779095000,9.0,17.0,17.0,16.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,9.0,9.0,25515000.0,1436.0,994.0,86049000.0,330.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779100000,9.0,17.0,17.0,16.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,9.0,9.0,2304000.0,1436.0,994.0,86049000.0,330.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779105000,9.0,17.0,17.0,16.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,9.0,9.0,2304000.0,1436.0,994.0,86049000.0,330.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779110000,9.0,19.0,17.0,16.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,9.0,9.0,2304000.0,1436.0,994.0,86049000.0,1325.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779115000,9.0,15.0,2.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,9.0,9.0,5580000.0,1551.0,7542000.0,14082000.0,1026.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779120000,9.0,20.0,17.0,16.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,9.0,9.0,2304000.0,1551.0,678.0,14872000.0,1002.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779125000,1.0,4.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,579.0,433.0,1055.0,330.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779130000,9.0,15.0,3.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,9.0,1.0,2.0,1768.0,1091.0,9542000.0,1510.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779135000,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,2271.0,20385000.0,24268000.0,,,
1736779140000,,,,,,,,,,,,,,,,,,,,,
